Pincode,AreaCode,ProcessCode,HubZoneName,HubCity,HubState,COD,PrePaid,HasReversePickUpService,xpressbee,delhivery,shadowfax,dtdc,disableclientidsno
321303,,,North,Bharatpur,RAJASTHAN,Y,Y,Y,,,,,
321305,,,North,Bharatpur,RAJASTHAN,N,N,Y,,,,,
321603,,,North,Bharatpur,RAJASTHAN,Y,Y,Y,,,,,
326034,,,North,Bhawani Mandi,RAJASTHAN,Y,Y,Y,,,,,
326501,,,North,Bhawani Mandi,RAJASTHAN,Y,Y,Y,,,,,
326512,,,North,Bhawani Mandi,RAJASTHAN,N,N,Y,,,,,
311801,,,North,Bhilwara,RAJASTHAN,N,N,Y,,,,,
311805,,,North,Bhilwara,RAJASTHAN,N,N,Y,,,,,
311806,,,North,Bhilwara,RAJASTHAN,N,N,Y,,,,,
122110,,,North,BHIWADI,RAJASTHAN,N,N,Y,,,,,
301018,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301019,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301417,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301418,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301419,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301420,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301421,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301422,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301423,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301424,,,North,BHIWADI,RAJASTHAN,N,N,Y,,,,,
301425,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
301707,,,North,BHIWADI,RAJASTHAN,Y,Y,Y,,,,,
342029,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342607,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342608,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342609,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342611,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342612,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
342705,,,North,BHOPALGARH,RAJASTHAN,N,N,Y,,,,,
305622,,,North,Bijainagar,RAJASTHAN,N,N,Y,,,,,
305624,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
305625,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
311020,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
311021,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
311022,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
311029,,,North,BIJAINAGAR,RAJASTHAN,Y,Y,Y,,,,,
334201,,,North,Bikaner,RAJASTHAN,N,N,Y,,,,,
333034,,,North,Buhana,RAJASTHAN,N,N,Y,,,,,
333502,,,North,Buhana,RAJASTHAN,Y,Y,Y,,,,,
333515,,,North,Buhana,RAJASTHAN,Y,Y,Y,,,,,
333516,,,North,Buhana,RAJASTHAN,Y,Y,Y,,,,,
303901,,,North,CHAKSHU,RAJASTHAN,Y,Y,Y,,,,,
303907,,,North,Chaksu,RAJASTHAN,N,N,Y,,,,,
303908,,,North,Chaksu,RAJASTHAN,N,N,Y,,,,,
326514,,,North,Chaumahla,RAJASTHAN,N,N,Y,,,,,
326515,,,North,Chaumahla,RAJASTHAN,N,N,Y,,,,,
326516,,,North,Chaumahla,RAJASTHAN,N,N,Y,,,,,
333026,,,North,CHIRAWA,RAJASTHAN,Y,Y,Y,,,,,
333035,,,North,CHIRAWA,RAJASTHAN,Y,Y,Y,,,,,
100407,,,North,Chittaurgarh,RAJASTHAN,N,N,Y,,,,,
303606,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303702,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303703,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303704,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303712,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303801,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303803,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303804,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303806,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
303807,,,North,Chomu,RAJASTHAN,Y,Y,Y,,,,,
100388,,,North,Churu,RAJASTHAN,N,N,Y,,,,,
331001,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331020,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331021,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331024,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331032,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331033,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331034,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
331035,,,North,Churu,RAJASTHAN,Y,Y,Y,,,,,
332702,,,North,DANTARAMGARH,RAJASTHAN,Y,Y,Y,,,,,
332703,,,North,DANTARAMGARH,RAJASTHAN,Y,Y,Y,,,,,
303004,,,North,Dausa,RAJASTHAN,N,N,Y,,,,,
303303,,,North,Dausa,RAJASTHAN,Y,Y,Y,,,,,
303507,,,North,Dausa,RAJASTHAN,N,N,Y,,,,,
321201,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321203,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321206,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321207,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321208,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321209,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321210,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
321211,,,North,DEEG,RAJASTHAN,Y,Y,Y,,,,,
331030,,,North,Deenwa,RAJASTHAN,N,N,Y,,,,,
332303,,,North,Deenwa,RAJASTHAN,Y,Y,Y,,,,,
332305,,,North,Deenwa,RAJASTHAN,Y,Y,Y,,,,,
332307,,,North,Deenwa,RAJASTHAN,N,N,Y,,,,,
333701,,,North,Deenwa,RAJASTHAN,Y,Y,Y,,,,,
303209,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
312624,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
312625,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
312626,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
312627,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341259,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341503,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341504,,,North,Degana,RAJASTHAN,Y,Y,Y,,,,,
341515,,,North,Degana,RAJASTHAN,N,N,Y,,,,,
341530,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341531,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341532,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341534,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341541,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
341549,,,North,DEGANA,RAJASTHAN,Y,Y,Y,,,,,
304803,,,North,DEOLI RAJ,RAJASTHAN,Y,Y,Y,,,,,
334801,,,North,DESNOK,RAJASTHAN,Y,Y,Y,,,,,
312401,,,North,Dhariyawad,RAJASTHAN,y,Y,Y,,,,,
313604,,,North,Dhariyawad,RAJASTHAN,y,Y,Y,,,,,
328001,,,North,Dholpur,RAJASTHAN,Y,Y,Y,,,,,
328024,,,North,Dholpur,RAJASTHAN,N,N,Y,,,,,
328027,,,North,Dholpur,RAJASTHAN,N,N,Y,,,,,
328028,,,North,Dholpur,RAJASTHAN,N,N,Y,,,,,
328029,,,North,Dholpur,RAJASTHAN,N,N,Y,,,,,
328030,,,North,Dholpur,RAJASTHAN,Y,Y,Y,,,,,
328041,,,North,Dholpur,RAJASTHAN,N,N,Y,,,,,
341303,,,North,DIDWANA,RAJASTHAN,Y,Y,Y,,,,,
341305,,,North,Didwana,RAJASTHAN,N,N,Y,,,,,
341506,,,North,DIDWANA,RAJASTHAN,Y,Y,Y,,,,,
341550,,,North,DIDWANA,RAJASTHAN,Y,Y,Y,,,,,
341551,,,North,DIDWANA,RAJASTHAN,Y,Y,Y,,,,,
303008,,,North,Dudu,RAJASTHAN,Y,Y,Y,,,,,
303009,,,North,Dudu,RAJASTHAN,N,N,Y,,,,,
313805,,,North,DUNGARPUR,RAJASTHAN,N,N,Y,,,,,
313806,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314012,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314013,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314405,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314407,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314802,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314803,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
314806,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320000,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320001,,,North,DUNGARPUR,RAJASTHAN,N,N,Y,,,,,
320002,,,North,DUNGARPUR,RAJASTHAN,N,N,Y,,,,,
320003,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320004,,,North,DUNGARPUR,RAJASTHAN,N,N,Y,,,,,
320005,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320007,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320008,,,North,DUNGARPUR,RAJASTHAN,N,N,Y,,,,,
320009,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320010,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
320012,,,North,DUNGARPUR,RAJASTHAN,Y,Y,Y,,,,,
332302,,,North,Fatehpur-RJ,RAJASTHAN,Y,Y,Y,,,,,
335025,,,North,Ganga Nagar,RAJASTHAN,Y,Y,Y,,,,,
335037,,,North,Ganga Nagar,RAJASTHAN,N,N,Y,,,,,
335038,,,North,Ganga Nagar,RAJASTHAN,N,N,Y,,,,,
335901,,,North,Ganga Nagar,RAJASTHAN,N,N,Y,,,,,
100500,,,North,Gangapur,RAJASTHAN,N,N,Y,,,,,
322201,,,North,Gangapur,RAJASTHAN,Y,Y,Y,,,,,
322202,,,North,Gangapur,RAJASTHAN,Y,Y,Y,,,,,
322203,,,North,Gangapur,RAJASTHAN,Y,Y,Y,,,,,
322209,,,North,Gangapur,RAJASTHAN,Y,Y,Y,,,,,
322217,,,North,Gangapur,RAJASTHAN,Y,Y,Y,,,,,
333012,,,North,Gudha Gorji,RAJASTHAN,Y,Y,Y,,,,,
333304,,,North,Gudha Gorji,RAJASTHAN,N,N,Y,,,,,
335064,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335065,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335512,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335513,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335514,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335515,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335527,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
335528,,,North,Hanumangarh,RAJASTHAN,Y,Y,Y,,,,,
100650,,,North,Hindaun,RAJASTHAN,N,N,Y,,,,,
100842,,,North,Hindaun,RAJASTHAN,N,N,Y,,,,,
322228,,,North,Hindaun,RAJASTHAN,Y,Y,Y,,,,,
322230,,,North,Hindaun,RAJASTHAN,Y,Y,Y,,,,,
322231,,,North,Hindaun,RAJASTHAN,Y,Y,Y,,,,,
322232,,,North,Hindaun,RAJASTHAN,N,N,Y,,,,,
322234,,,North,Hindaun,RAJASTHAN,N,N,N,,,,,
322235,,,North,Hindaun,RAJASTHAN,Y,Y,N,,,,,
322236,,,North,Hindaun,RAJASTHAN,N,N,N,,,,,
322238,,,North,Hindaun,RAJASTHAN,Y,Y,Y,,,,,
322252,,,North,Hindaun,RAJASTHAN,Y,Y,Y,,,,,
322254,,,North,Hindaun,RAJASTHAN,N,N,Y,,,,,
100352,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
100577,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
302001,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302002,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302003,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302004,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302005,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302006,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302007,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302008,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302009,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302010,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302011,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302012,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302013,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302014,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302015,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302016,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302017,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302018,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302019,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302020,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302021,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302022,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302023,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302024,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302025,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302027,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302028,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302029,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302030,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302032,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302033,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302034,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302035,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302036,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
302038,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
302039,,,North,JAIPUR,RAJASTHAN,Y,Y,N,,,,,
302040,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302041,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302043,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302051,,,North,JAIPUR,RAJASTHAN,Y,Y,N,,,,,
302052,,,North,JAIPUR,RAJASTHAN,Y,Y,N,,,,,
302053,,,North,JAIPUR,RAJASTHAN,Y,Y,N,,,,,
302054,,,North,JAIPUR,RAJASTHAN,Y,Y,N,,,,,
302055,,,North,Jaipur,RAJASTHAN,N,N,N,,,,,
302302,,,North,JAIPUR,RAJASTHAN,N,N,N,,,,,
303011,,,North,Jaipur,RAJASTHAN,N,N,Y,,,,,
303092,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
303101,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
303805,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
303902,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
303903,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
303905,,,North,JAIPUR,RAJASTHAN,Y,Y,Y,,,,,
313131,,,North,JAIPUR,RAJASTHAN,N,N,Y,,,,,
320006,,,North,Jaipur,RAJASTHAN,N,N,Y,,,,,
302050,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
302049,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
302048,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302047,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302046,,,North,Jaipur,RAJASTHAN,Y,Y,N,,,,,
302044,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
302045,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
302000,,,North,Jaipur,RAJASTHAN,Y,Y,Y,,,,,
888888,,,North,Jaipur,RAJASTHAN,N,N,Y,,,,,
345032,,,North,Jaisalmer,RAJASTHAN,Y,Y,Y,,,,,
345110,,,North,Jaisalmer,RAJASTHAN,Y,Y,Y,,,,,
306309,,,North,JAITARAN,RAJASTHAN,Y,Y,Y,,,,,
306310,,,North,JAITARAN,RAJASTHAN,Y,Y,Y,,,,,
306710,,,North,JAITARAN,RAJASTHAN,Y,Y,Y,,,,,
307032,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343011,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343043,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343044,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343045,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343046,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
343047,,,North,JALORE,RAJASTHAN,Y,Y,Y,,,,,
341023,,,North,Jayal,RAJASTHAN,Y,Y,Y,,,,,
341030,,,North,Jayal,RAJASTHAN,N,N,Y,,,,,
326024,,,North,JHALAWAR,RAJASTHAN,Y,Y,Y,,,,,
326040,,,North,JHALAWAR,RAJASTHAN,Y,Y,Y,,,,,
326041,,,North,JHALAWAR,RAJASTHAN,Y,Y,Y,,,,,
332301,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
332311,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333001,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333040,,,North,Jhunjhunu,RAJASTHAN,Y,Y,Y,,,,,
333042,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333702,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333704,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333705,,,North,JHUNJHUNU,RAJASTHAN,Y,Y,Y,,,,,
333706,,,North,Jhunjhunu,RAJASTHAN,Y,Y,Y,,,,,
333709,,,North,Jhunjhunu,RAJASTHAN,Y,Y,Y,,,,,
333011,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
333021,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
333023,,,North,JHUNJHUNUN,RAJASTHAN,Y,Y,Y,,,,,
333024,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
333028,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
333041,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
333707,,,North,JHUNJHUNUN,RAJASTHAN,N,N,Y,,,,,
342017,,,North,Jodhpur,RAJASTHAN,Y,Y,Y,,,,,
342803,,,North,Jodhpur,RAJASTHAN,Y,Y,Y,,,,,
342804,,,North,Jodhpur,RAJASTHAN,Y,Y,Y,,,,,
303701,,,North,Kalwar,RAJASTHAN,N,N,Y,,,,,
303706,,,North,Kalwar,RAJASTHAN,N,N,Y,,,,,
302031,,,North,KANOTA,RAJASTHAN,Y,Y,Y,,,,,
303012,,,North,KANOTA,RAJASTHAN,Y,Y,Y,,,,,
312026,,,North,KAPASAN,RAJASTHAN,Y,Y,Y,,,,,
312033,,,North,KAPASAN,RAJASTHAN,Y,Y,Y,,,,,
322233,,,North,KARAULI,RAJASTHAN,Y,Y,Y,,,,,
322241,,,North,KARAULI,RAJASTHAN,Y,Y,Y,,,,,
322245,,,North,Karauli,RAJASTHAN,Y,Y,Y,,,,,
322248,,,North,KARAULI,RAJASTHAN,Y,Y,Y,,,,,
322249,,,North,Karauli,RAJASTHAN,N,N,Y,,,,,
322255,,,North,Karauli,RAJASTHAN,N,N,Y,,,,,
322327,,,North,KARAULI,RAJASTHAN,Y,Y,Y,,,,,
322213,,,North,Karauli,RAJASTHAN,Y,Y,Y,,,,,
322216,,,North,Karauli,RAJASTHAN,Y,Y,Y,,,,,
305403,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305404,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305405,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305406,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305408,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305409,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305410,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305414,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305415,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
305416,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
311406,,,North,KEKRI,RAJASTHAN,Y,Y,Y,,,,,
301403,,,North,Khairthal,RAJASTHAN,Y,Y,Y,,,,,
301407,,,North,Khairthal,RAJASTHAN,N,N,Y,,,,,
301712,,,North,Khairthal,RAJASTHAN,N,N,Y,,,,,
334023,,,North,KHAJUVALA,RAJASTHAN,Y,Y,Y,,,,,
334101,,,North,KHAJUVALA,RAJASTHAN,Y,Y,Y,,,,,
334304,,,North,KHAJUVALA,RAJASTHAN,Y,Y,Y,,,,,
334306,,,North,KHAJUVALA,RAJASTHAN,Y,Y,Y,,,,,
341302,,,North,Khatu Khurd,RAJASTHAN,Y,Y,Y,,,,,
321006,,,North,Kherli,RAJASTHAN,Y,Y,Y,,,,,
321205,,,North,KHERLI,RAJASTHAN,Y,Y,Y,,,,,
321602,,,North,KHERLI,RAJASTHAN,Y,Y,Y,,,,,
321605,,,North,KHERLI,RAJASTHAN,Y,Y,Y,,,,,
321606,,,North,KHERLI,RAJASTHAN,Y,Y,Y,,,,,
321614,,,North,Kherli,RAJASTHAN,Y,Y,Y,,,,,
301404,,,North,KHERTAL,RAJASTHAN,Y,Y,Y,,,,,
301405,,,North,KHERTAL,RAJASTHAN,Y,Y,Y,,,,,
333503,,,North,Khetri Nagar,RAJASTHAN,N,N,Y,,,,,
333504,,,North,Khetri Nagar,RAJASTHAN,Y,Y,Y,,,,,
305801,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305802,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305805,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305811,,,North,Kishangarh,RAJASTHAN,N,N,Y,,,,,
305815,,,North,Kishangarh,RAJASTHAN,N,N,Y,,,,,
305816,,,North,Kishangarh,RAJASTHAN,N,N,Y,,,,,
305817,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305818,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305820,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
305824,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
341524,,,North,KISHANGARH,RAJASTHAN,Y,Y,Y,,,,,
329090,,,North,Kota,RAJASTHAN,Y,Y,Y,,,,,
303105,,,North,Kotputli,RAJASTHAN,y,Y,Y,,,,,
303108,,,North,KOTPUTLI,RAJASTHAN,y,Y,Y,,,,,
332743,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341502,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341505,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341508,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341509,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341517,,,North,Kuchaman City,RAJASTHAN,Y,Y,Y,,,,,
341523,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341525,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341526,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341527,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341528,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341533,,,North,Kuchaman City,RAJASTHAN,Y,Y,Y,,,,,
341536,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341537,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
341539,,,North,KUCHAMAN CITY,RAJASTHAN,Y,Y,Y,,,,,
331507,,,North,LADNUN,RAJASTHAN,Y,Y,Y,,,,,
341306,,,North,LADNUN,RAJASTHAN,Y,Y,Y,,,,,
323603,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
323604,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
323606,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
323613,,,North,Lakheri,RAJASTHAN,N,N,Y,,,,,
323614,,,North,Lakheri,RAJASTHAN,N,N,Y,,,,,
323615,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
325006,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
325008,,,North,LAKHERI,RAJASTHAN,Y,Y,Y,,,,,
303503,,,North,LALSOT,RAJASTHAN,Y,Y,Y,,,,,
303504,,,North,LALSOT,RAJASTHAN,Y,Y,Y,,,,,
303505,,,North,Lalsot,RAJASTHAN,N,N,Y,,,,,
303510,,,North,Lalsot,RAJASTHAN,N,N,Y,,,,,
303511,,,North,Lalsot,RAJASTHAN,Y,Y,Y,,,,,
322031,,,North,LALSOT,RAJASTHAN,Y,Y,Y,,,,,
301021,,,North,Laxmangarh,RAJASTHAN,N,N,Y,,,,,
301035,,,North,Laxmangarh,RAJASTHAN,N,N,Y,,,,,
301415,,,North,Laxmangarh,RAJASTHAN,N,N,Y,,,,,
301604,,,North,Laxmangarh,RAJASTHAN,N,N,Y,,,,,
321633,,,North,Laxmangarh,RAJASTHAN,N,N,Y,,,,,
332315,,,North,Laxmangarh-RJ,RAJASTHAN,Y,Y,Y,,,,,
332317,,,North,Laxmangarh-RJ,RAJASTHAN,N,N,Y,,,,,
332318,,,North,Laxmangarh-RJ,RAJASTHAN,N,N,Y,,,,,
332025,,,North,LOSAL,RAJASTHAN,Y,Y,Y,,,,,
332030,,,North,LOSAL,RAJASTHAN,Y,Y,Y,,,,,
334603,,,North,LUNKARANSAR,RAJASTHAN,Y,Y,Y,,,,,
334602,,,North,LUNKARANSAR,RAJASTHAN,Y,Y,Y,,,,,
301034,,,North,MAHWA,RAJASTHAN,Y,Y,Y,,,,,
301037,,,North,MAHWA,RAJASTHAN,Y,Y,Y,,,,,
301042,,,North,MAHWA,RAJASTHAN,Y,Y,Y,,,,,
